Svaxel,5,wring,109.89592623710632
Lesven,4,giant,76.42911887168884
Axel,6,blend,215.81476259231567
Sven,5,shank,81.73646306991577
Viggo,6,eagle,293.715612411499
Sven,4,adieu,60.51991844177246
